Metric Name,Desired Direction,Dimension Name,Dimension Value,Label,Variant Name,Metric Value,Metric Impact Relative,Metric Impact Relative Lower Bound,Metric Impact Relative Upper Bound,Metric Impact Relative Global Lift,Metric Impact Absolute,Metric Impact Absolute Lower Bound,Metric Impact Absolute Upper Bound,Metric Impact Absolute Global Lift,P Value,Metric Impact Relative Sequential Lower Bound,Metric Impact Relative Sequential Upper Bound,Metric Impact Absolute Sequential Lower Bound,Metric Impact Absolute Sequential Upper Bound,P Value Sequential,Participating Units,Analyzed At
cx_app_quality_action_load_latency_ios,decrease,action_dimension,action_dimension_cx_delete_cart,,treatment2,0.00457558,0.0062326,-0.01536447,0.02782967,0.00017154,0.00002834,-0.00006986,0.00012655,1.59e-6,0.5716542,-0.02773261,0.04019781,-0.0001261,0.00018279,1.0,1146784,2025-01-15 23:09:58
cx_app_quality_page_action_error_ios,decrease,action_dimension,action_dimension_cx_place_order,,control,0.0102387,,,,,,,,,,,,,,,4761112,2025-01-15 23:09:25
cx_app_quality_page_action_error_android,decrease,action_dimension,action_dimension_cx_place_order,,control,0.00157542,,,,,,,,,,,,,,,1241926,2025-01-15 23:09:36
cx_app_quality_action_load_latency_ios,decrease,action_dimension,action_dimension_cx_place_order,,treatment1,0.0018443,0.04134327,0.01340886,0.06927768,0.00079724,0.00007323,0.00002375,0.00012271,7.37e-6,0.00372246,-0.00258853,0.08527507,-4.58e-6,0.00015104,0.0772221,2362192,2025-01-15 23:09:58
cx_app_quality_page_action_error_web,decrease,action_dimension,action_dimension_cx_place_order,,treatment1,0.00069196,0.08106932,-0.18122404,0.34336268,0.00323662,0.00005245,-0.00011725,0.00022216,3.9e-6,0.54465862,-0.33143338,0.49357202,-0.00021444,0.00031935,1.0,135678,2025-01-15 23:09:39
cx_app_quality_page_action_error_ios,decrease,action_dimension,action_dimension_cx_place_order,,treatment2,0.01032126,0.00822193,-0.00788627,0.02433013,0.00236099,0.00008418,-0.00008075,0.00024911,9e-6,0.31711567,-0.01711107,0.03355493,-0.0001752,0.00034356,1.0,2381404,2025-01-15 23:09:25
cx_app_quality_action_load_latency_web,decrease,action_dimension,action_dimension_cx_place_order,,treatment1,0.03015494,-0.00701938,-0.04899641,0.03495766,-0.00199481,-0.0002133,-0.00148886,0.00106227,-0.00008854,0.74310513,-0.07303569,0.05899693,-0.00221935,0.00179275,1.0,122419,2025-01-15 23:09:35
cx_app_quality_action_load_latency_ios,decrease,action_dimension,action_dimension_cx_place_order,,control,0.00177122,,,,,,,,,,,,,,,4728252,2025-01-15 23:09:58
cx_app_quality_action_load_latency_ios,decrease,action_dimension,action_dimension_cx_place_order,,treatment2,0.00184711,0.04286123,0.01466194,0.07106052,0.00082641,0.00007592,0.00002597,0.00012586,7.64e-6,0.00289164,-0.00148714,0.0872096,-2.63e-6,0.00015447,0.06424033,2365010,2025-01-15 23:09:58
cx_app_quality_action_load_latency_android,decrease,action_dimension,action_dimension_cx_place_order,,control,0.00282365,,,,,,,,,,,,,,,1211251,2025-01-15 23:09:39
cx_app_quality_action_load_latency_web,decrease,action_dimension,action_dimension_cx_place_order,,treatment2,0.03075293,0.01371291,-0.02778506,0.05521089,0.00389298,0.0004167,-0.00084431,0.0016777,0.00017279,0.51720119,-0.05155,0.07897582,-0.00156646,0.00239985,1.0,122237,2025-01-15 23:09:35
cx_app_quality_action_load_latency_android,decrease,action_dimension,action_dimension_cx_place_order,,treatment1,0.00278393,-0.01411942,-0.05850569,0.03026685,-0.000615,-0.00003987,-0.0001652,0.00008546,-5.06e-6,0.53297496,-0.08392467,0.05568583,-0.00023697,0.00015724,1.0,605633,2025-01-15 23:09:39
cx_app_quality_action_load_latency_android,decrease,action_dimension,action_dimension_cx_place_order,,treatment2,0.00280494,-0.00660384,-0.05204597,0.03883829,-0.00028746,-0.00001865,-0.00014696,0.00010967,-2.37e-6,0.77577433,-0.07806963,0.06486195,-0.00022044,0.00018315,1.0,604685,2025-01-15 23:09:39
cx_app_quality_page_action_error_web,decrease,action_dimension,action_dimension_cx_place_order,,control,0.00064701,,,,,,,,,,,,,,,269927,2025-01-15 23:09:39
cx_app_quality_page_action_error_android,decrease,action_dimension,action_dimension_cx_place_order,,treatment2,0.00150983,-0.04203288,-0.12527055,0.04120478,-0.00615975,-0.00006622,-0.00019735,0.00006491,-0.00001014,0.32230541,-0.17293883,0.08887307,-0.00027245,0.00014001,1.0,620637,2025-01-15 23:09:36
cx_app_quality_action_load_latency_web,decrease,action_dimension,action_dimension_cx_place_order,,control,0.0303872,,,,,,,,,,,,,,,244038,2025-01-15 23:09:35
cx_app_quality_page_action_error_android,decrease,action_dimension,action_dimension_cx_place_order,,treatment1,0.00167724,0.06360435,-0.03005995,0.15726865,0.00933458,0.0001002,-0.00004736,0.00024776,0.00001537,0.18320638,-0.08369933,0.21090803,-0.00013186,0.00033227,1.0,621065,2025-01-15 23:09:36
cx_app_quality_page_action_error_ios,decrease,action_dimension,action_dimension_cx_place_order,,treatment1,0.01021838,-0.00196665,-0.01329858,0.00936528,-0.0005651,-0.00002014,-0.00013616,0.00009589,-2.16e-6,0.73374274,-0.01978812,0.01585481,-0.0002026,0.00016233,1.0,2378517,2025-01-15 23:09:25
cx_app_quality_page_action_error_web,decrease,action_dimension,action_dimension_cx_place_order,,treatment2,0.0008042,0.26396634,-0.07097424,0.59890691,0.01054056,0.00017079,-0.00004592,0.0003875,0.0000127,0.12243199,-0.26278696,0.79071963,-0.00017003,0.0005116,0.86100657,135289,2025-01-15 23:09:39
cx_app_quality_page_action_error_ios,decrease,action_dimension,action_dimension_cx_set_address,,control,0.00020781,,,,,,,,,,,,,,,966212,2025-01-15 23:09:25
cx_app_quality_action_load_latency_android,decrease,action_dimension,action_dimension_cx_set_address,,control,0.25954175,,,,,,,,,,,,,,,879,2025-01-15 23:09:39
cx_app_quality_page_action_error_ios,decrease,action_dimension,action_dimension_cx_set_address,,treatment1,0.00022095,0.06319864,-0.20022716,0.32662444,0.0,0.00001313,-0.00004161,0.00006788,0.0,0.63820062,-0.35108502,0.4774823,-0.00007296,0.00009923,1.0,482835,2025-01-15 23:09:25
