"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","Treatment A Value","Treatment A Exposure Volume","Treatment A Absolute Impact","Treatment A Absolute Impact Confidence Interval","Treatment A Relative Impact","Treatment A Relative Impact Confidence Interval","Treatment A P Value","Treatment A Significance","Treatment A Coverage","Treatment A Relative Global Lift","Treatment A Absolute Global Lift","Treatment B Value","Treatment B Exposure Volume","Treatment B Absolute Impact","Treatment B Absolute Impact Confidence Interval","Treatment B Relative Impact","Treatment B Relative Impact Confidence Interval","Treatment B P Value","Treatment B Significance","Treatment B Coverage","Treatment B Relative Global Lift","Treatment B Absolute Global Lift"
"dbd_bundle_type_post_checkout","Dimension","dbd_avg_o2_nd","","mean","0.003390","310,991","0.003534","663,329","0.000147","[-0.000076, +0.000371]","0.043435","[-2.2481%, +10.935%]","0.196531","-","0.262509","0.012630","0.000043","0.003655","304,622","0.000266","[-0.000005, +0.000536]","0.078320","[-0.1561%, +15.8201%]","0.054648","-","0.262509","0.020669","0.000070"
"dbd_bundle_type_pre_checkout","Dimension","dbd_avg_o2_nd","","mean","0.003024","75,231","0.003457","163,432","0.000413","[+0.000002, +0.000824]","0.136556","[+0.0567%, +27.2545%]","0.049053","Significant","0.073391","0.009944","0.000034","0.002985","73,464","-0.000040","[-0.000513, +0.000434]","-0.013183","[-16.9791%, +14.3424%]","0.868951","-","0.073391","-0.000869","-0.000003"
"dbd_delivery_platform_android","Dimension","dbd_avg_o2_nd","","mean","0.002338","3,450","0.004203","6,215","0.001858","[+0.000082, +0.003633]","0.794361","[+3.507%, +155.3653%]","0.040317","Significant","0.003570","0.002008","0.000007","0.003761","3,341","0.001414","[-0.000651, +0.003479]","0.604828","[-27.8272%, +148.7929%]","0.179478","-","0.003570","0.001478","0.000005"
"dbd_delivery_platform_desktop","Dimension","dbd_avg_o2_nd","","mean","0.002041","4,058","0.003694","7,204","0.001649","[-0.000042, +0.00334]","0.808010","[-2.0485%, +163.6505%]","0.055940","-","0.003438","0.001758","0.000006","0.003159","3,931","0.001115","[-0.000804, +0.003033]","0.546147","[-39.3805%, +148.6099%]","0.254782","-","0.003438","0.001170","0.000004"
"dbd_delivery_platform_ios","Dimension","dbd_avg_o2_nd","","mean","0.003340","360,401","0.003508","760,147","0.000164","[-0.000035, +0.000363]","0.049096","[-1.0622%, +10.8813%]","0.107102","-","0.326373","0.017501","0.000059","0.003511","353,018","0.000171","[-0.000068, +0.000411]","0.051303","[-2.0338%, +12.2943%]","0.160454","-","0.326373","0.016571","0.000056"
"dbd_user_type_new_dbd","Dimension","dbd_avg_o2_nd","","mean","0.003322","85,421","0.003654","138,655","0.000332","[-0.000166, +0.00083]","0.100030","[-4.9916%, +24.9977%]","0.191041","-","0.052887","0.005214","0.000018","0.003487","83,901","0.000165","[-0.000389, +0.000719]","0.049659","[-11.7011%, +21.633%]","0.559240","-","0.052887","0.002588","0.000009"
"dbd_user_type_returning_dbd","Dimension","dbd_avg_o2_nd","","mean","0.003308","286,289","0.003499","641,787","0.000183","[-0.000032, +0.000397]","0.055216","[-0.9733%, +12.0164%]","0.095662","-","0.283285","0.017080","0.000058","0.003515","280,175","0.000207","[-0.000053, +0.000468]","0.062688","[-1.609%, +14.1465%]","0.118840","-","0.283285","0.017415","0.000059"
"dbd_avg_o2_package","Metric","N/A","","mean","0.690176","670,586","0.689502","656,826","-0.000692","[-0.002102, +0.000717]","-0.001003","[-0.3046%, +0.1039%]","0.335739","-","0.562950","-0.000560","-0.000390","0.689733","655,547","-0.000440","[-0.00185, +0.000971]","-0.000637","[-0.2681%, +0.1407%]","0.541407","-","0.562950","-0.000355","-0.000247"
"dbd_delivery_platform_android","Dimension","dbd_avg_o2_package","","mean","0.675724","3,449","0.676476","6,214","0.000633","[-0.016566, +0.017833]","0.000937","[-2.4516%, +2.639%]","0.942463","-","0.003570","0.000003","0.000002","0.678081","3,339","0.002115","[-0.017274, +0.021504]","0.003130","[-2.5564%, +3.1824%]","0.830708","-","0.003570","0.000011","0.000007"
"dbd_delivery_platform_desktop","Dimension","dbd_avg_o2_package","","mean","0.745269","4,057","0.735623","7,204","-0.008168","[-0.023721, +0.007384]","-0.010960","[-3.1828%, +0.9908%]","0.303298","-","0.003439","-0.000042","-0.000029","0.734300","3,931","-0.009338","[-0.027298, +0.008621]","-0.012530","[-3.6628%, +1.1568%]","0.308153","-","0.003439","-0.000047","-0.000033"
"dbd_delivery_platform_ios","Dimension","dbd_avg_o2_package","","mean","0.689429","360,384","0.692459","759,814","0.004550","[+0.002871, +0.00623]","0.006600","[+0.4164%, +0.9036%]","0.000000","Significant","0.326375","0.002346","0.001639","0.687369","352,997","-0.002040","[-0.00403, -0.00005]","-0.002959","[-0.5846%, -0.0073%]","0.044509","Significant","0.326375","-0.000953","-0.000666"
"dbd_bundle_type_post_checkout","Dimension","dbd_avg_o2_package","","mean","0.651143","310,989","0.656361","663,017","0.007105","[+0.005219, +0.008992]","0.010912","[+0.8015%, +1.381%]","0.000000","Significant","0.262514","0.002943","0.002056","0.649140","304,617","-0.001951","[-0.004192, +0.000289]","-0.002997","[-0.6438%, +0.0444%]","0.087838","-","0.262514","-0.000734","-0.000512"
"dbd_bundle_type_pre_checkout","Dimension","dbd_avg_o2_package","","mean","0.829910","75,211","0.824661","163,397","-0.001650","[-0.004731, +0.001432]","-0.001988","[-0.5701%, +0.1725%]","0.294067","-","0.073393","-0.000192","-0.000134","0.828019","73,443","-0.001894","[-0.005498, +0.001709]","-0.002282","[-0.6624%, +0.2059%]","0.302842","-","0.073393","-0.000199","-0.000139"
"dbd_user_type_new_dbd","Dimension","dbd_avg_o2_package","","mean","0.643387","85,417","0.648516","138,542","0.005129","[+0.001063, +0.009194]","0.007971","[+0.1653%, +1.429%]","0.013412","Significant","0.052881","0.000389","0.000271","0.645841","83,897","0.002454","[-0.002089, +0.006997]","0.003814","[-0.3248%, +1.0875%]","0.289812","-","0.052881","0.000186","0.000130"
"dbd_user_type_returning_dbd","Dimension","dbd_avg_o2_package","","mean","0.700096","286,274","0.698712","641,554","0.000367","[-0.001451, +0.002185]","0.000524","[-0.2072%, +0.3121%]","0.692241","-","0.283295","0.000166","0.000116","0.697110","280,157","-0.002981","[-0.005155, -0.000806]","-0.004258","[-0.7364%, -0.1151%]","0.007221","Significant","0.283295","-0.001209","-0.000844"
"dbd_avg_o2_sdb","Metric","N/A","","mean","0.664152","683,869","0.663337","669,940","-0.000857","[-0.002287, +0.000574]","-0.001290","[-0.3444%, +0.0864%]","0.240582","-","0.563267","-0.000725","-0.000482","0.663637","668,634","-0.000529","[-0.001961, +0.000902]","-0.000797","[-0.2952%, +0.1359%]","0.468740","-","0.563267","-0.000448","-0.000298"
"dbd_delivery_platform_android","Dimension","dbd_avg_o2_sdb","","mean","0.650794","3,500","0.650086","6,312","-0.001089","[-0.01862, +0.016443]","-0.001673","[-2.8612%, +2.5266%]","0.903127","-","0.003559","-0.000006","-0.000004","0.653811","3,395","0.002682","[-0.017295, +0.022659]","0.004121","[-2.6576%, +3.4817%]","0.792464","-","0.003559","0.000014","0.000009"
"dbd_delivery_platform_desktop","Dimension","dbd_avg_o2_sdb","","mean","0.711975","4,129","0.708248","7,348","-0.003134","[-0.019113, +0.012844]","-0.004402","[-2.6845%, +1.804%]","0.700626","-","0.003433","-0.000017","-0.000011","0.703536","4,010","-0.008193","[-0.026578, +0.010193]","-0.011507","[-3.7331%, +1.4317%]","0.382473","-","0.003433","-0.000044","-0.000029"
"dbd_delivery_platform_ios","Dimension","dbd_avg_o2_sdb","","mean","0.664907","368,407","0.665369","775,595","0.003489","[+0.001782, +0.005197]","0.005248","[+0.268%, +0.7816%]","0.000062","Significant","0.326741","0.001888","0.001259","0.663405","360,952","-0.001486","[-0.003503, +0.000532]","-0.002234","[-0.5268%, +0.08%]","0.148920","-","0.326741","-0.000728","-0.000485"
"dbd_bundle_type_post_checkout","Dimension","dbd_avg_o2_sdb","","mean","0.644232","318,553","0.646384","678,133","0.004432","[+0.002561, +0.006303]","0.006880","[+0.3975%, +0.9784%]","0.000003","Significant","0.263221","0.001929","0.001286","0.642617","312,149","-0.001576","[-0.003796, +0.000644]","-0.002446","[-0.5893%, +0.1%]","0.164150","-","0.263221","-0.000622","-0.000415"
"dbd_bundle_type_pre_checkout","Dimension","dbd_avg_o2_sdb","","mean","0.741716","76,395","0.735800","165,918","-0.000352","[-0.004133, +0.00343]","-0.000474","[-0.5573%, +0.4625%]","0.855439","-","0.073048","-0.000043","-0.000028","0.741022","74,580","-0.000827","[-0.005211, +0.003558]","-0.001115","[-0.7026%, +0.4797%]","0.711654","-","0.073048","-0.000091","-0.000060"
"dbd_user_type_new_dbd","Dimension","dbd_avg_o2_sdb","","mean","0.636973","87,987","0.643554","142,991","0.006579","[+0.002562, +0.010596]","0.010328","[+0.4022%, +1.6635%]","0.001328","Significant","0.053412","0.000527","0.000352","0.639781","86,527","0.002805","[-0.001686, +0.007296]","0.004403","[-0.2647%, +1.1454%]","0.220931","-","0.053412","0.000225","0.000150"
"dbd_user_type_returning_dbd","Dimension","dbd_avg_o2_sdb","","mean","0.671485","291,919","0.668610","653,293","0.000246","[-0.001617, +0.002109]","0.000367","[-0.2408%, +0.3142%]","0.795739","-","0.283119","0.000116","0.000078","0.669093","285,689","-0.002418","[-0.004641, -0.000195]","-0.003601","[-0.6911%, -0.0291%]","0.032983","Significant","0.283119","-0.001027","-0.000685"
"dbd_avg_o2_subtotal_1pc","Metric","N/A","","mean","13.705832","15,740","13.797712","15,571","0.087116","[-0.216952, +0.391185]","0.006356","[-1.5829%, +2.8542%]","0.574433","-","0.567131","0.003666","0.049416","13.922789","15,073","0.184644","[-0.122931, +0.492218]","0.013472","[-0.8969%, +3.5913%]","0.239353","-","0.567131","0.007775","0.104795"
"dbd_avg_o2_subtotal_3pc","Metric","N/A","","mean","11.496347","167,866","11.525978","164,797","0.029929","[-0.043447, +0.103305]","0.002603","[-0.3779%, +0.8986%]","0.424038","-","0.540893","0.001422","0.016198","11.491753","164,652","-0.004206","[-0.076465, +0.068053]","-0.000366","[-0.6651%, +0.592%]","0.909167","-","0.540893","-0.000200","-0.002275"
"dbd_avg_o2_subtotal_alc","Metric","N/A","","mean","22.226543","25,410","22.160026","24,994","-0.033409","[-0.381186, +0.314367]","-0.001503","[-1.715%, +1.4144%]","0.850653","-","0.503747","-0.000792","-0.016810","22.483829","25,004","0.258813","[-0.113953, +0.631579]","0.011644","[-0.5127%, +2.8416%]","0.173574","-","0.503747","0.006137","0.130218"
"dbd_avg_o2_subtotal_flowers","Metric","N/A","","mean","35.533323","135","33.498245","123","-2.056701","[-7.060773, +2.947371]","-0.057881","[-19.8708%, +8.2947%]","0.420499","-","0.565758","-0.034775","-1.168014","31.114858","108","-4.594184","[-10.219005, +1.030638]","-0.129292","[-28.7589%, +2.9005%]","0.109413","-","0.565758","-0.078058","-2.621763"
"dbd_avg_o2_subtotal_grocery","Metric","N/A","","mean","23.619409","78,039","23.356924","76,616","-0.265056","[-0.506682, -0.023431]","-0.011222","[-2.1452%, -0.0992%]","0.031553","Significant","0.548240","-0.006512","-0.145177","23.376673","76,076","-0.243490","[-0.485474, -0.001506]","-0.010309","[-2.0554%, -0.0064%]","0.048591","Significant","0.548240","-0.005978","-0.133269"
"dbd_avg_o2_subtotal_nv","Metric","N/A","","mean","16.434913","286,695","16.349572","281,674","-0.077911","[-0.173176, +0.017353]","-0.004741","[-1.0537%, +0.1056%]","0.108948","-","0.544885","-0.002680","-0.042421","16.369678","280,673","-0.065307","[-0.160311, +0.029698]","-0.003974","[-0.9754%, +0.1807%]","0.177885","-","0.544885","-0.002246","-0.035549"
"dbd_avg_o2_subtotal_pets","Metric","N/A","","mean","31.286926","2,659","31.980401","2,419","0.690741","[-0.897573, +2.279056]","0.022078","[-2.8688%, +7.2844%]","0.394010","-","0.580390","0.013250","0.401239","30.553148","2,599","-0.689215","[-2.179124, +0.800693]","-0.022029","[-6.965%, +2.5592%]","0.364588","-","0.580390","-0.013277","-0.402066"
"dbd_avg_o2_subtotal_rx","Metric","N/A","","mean","13.565628","459,697","13.518830","449,448","-0.045287","[-0.090767, +0.000192]","-0.003338","[-0.6691%, +0.0014%]","0.050976","-","0.575206","-0.001913","-0.026036","13.538823","449,294","-0.023469","[-0.070124, +0.023185]","-0.001730","[-0.5169%, +0.1709%]","0.324157","-","0.575206","-0.000991","-0.013490"
"dbd_avg_o2_vp_1pc","Metric","N/A","","mean","-15.669554","15,740","-15.676582","15,571","-0.009067","[-0.345747, +0.327612]","-0.000579","[+2.2065%, -2.0908%]","0.957904","-","0.567131","0.000325","-0.005143","-15.545977","15,073","0.113206","[-0.218918, +0.445331]","0.007225","[+1.3971%, -2.842%]","0.504092","-","0.567131","-0.004056","0.064251"
"dbd_avg_o2_vp_3pc","Metric","N/A","","mean","0.063269","167,866","0.043494","164,797","-0.021242","[-0.050401, +0.007917]","-0.335744","[-79.6615%, +12.5128%]","0.153342","-","0.540893","-0.115053","-0.011497","0.075550","164,652","0.013247","[-0.015676, +0.04217]","0.209377","[-24.7771%, +66.6525%]","0.369358","-","0.540893","0.071711","0.007166"
"dbd_avg_o2_vp_alc","Metric","N/A","","mean","0.809286","25,410","0.829501","24,994","0.014884","[-0.108859, +0.138628]","0.018392","[-13.4513%, +17.1296%]","0.813627","-","0.503747","0.009090","0.007489","0.895125","25,004","0.092490","[-0.027413, +0.212393]","0.114286","[-3.3873%, +26.2445%]","0.130568","-","0.503747","0.056487","0.046535"
"dbd_avg_o2_vp_flowers","Metric","N/A","","mean","1.812331","135","0.067167","123","-1.749278","[-4.386885, +0.888328]","-0.965209","[-242.0576%, +49.0158%]","0.193649","-","0.565758","-1.102466","-0.993427","1.575598","108","-0.297991","[-2.388155, +1.792174]","-0.164424","[-131.7726%, +98.8878%]","0.779916","-","0.565758","-0.188719","-0.170054"
"dbd_avg_o2_vp_grocery","Metric","N/A","","mean","-6.774510","78,039","-6.843370","76,616","-0.067285","[-0.237301, +0.10273]","-0.009932","[+3.5029%, -1.5164%]","0.437940","-","0.548240","0.006450","-0.036854","-6.753171","76,076","0.024500","[-0.142443, +0.191443]","0.003617","[+2.1026%, -2.8259%]","0.773624","-","0.548240","-0.002347","0.013410"
"dbd_avg_o2_vp_nv","Metric","N/A","","mean","-2.725068","286,695","-2.746812","281,674","-0.023427","[-0.079972, +0.033118]","-0.008597","[+2.9347%, -1.2153%]","0.416779","-","0.544885","0.005528","-0.012756","-2.675748","280,673","0.051354","[-0.004277, +0.106985]","0.018845","[+0.157%, -3.9259%]","0.070409","-","0.544885","-0.012114","0.027954"
"dbd_avg_o2_vp_pets","Metric","N/A","","mean","0.702804","2,659","0.967866","2,419","0.283911","[-0.164641, +0.732463]","0.403969","[-23.4263%, +104.2201%]","0.214769","-","0.580390","0.234149","0.164919","0.655763","2,599","-0.053082","[-0.509075, +0.402912]","-0.075529","[-72.4349%, +57.3292%]","0.819524","-","0.580390","-0.043965","-0.030966"
"dbd_avg_o2_vp_rx","Metric","N/A","","mean","-0.078588","459,697","-0.112233","449,448","-0.031624","[-0.067782, +0.004534]","-0.402407","[+86.2501%, -5.7688%]","0.086488","-","0.575206","0.431420","-0.018181","-0.081968","449,294","-0.006021","[-0.034818, +0.022775]","-0.076620","[+44.3047%, -28.9807%]","0.681930","-","0.575206","0.082129","-0.003461"
"dbd_bottom_sheet_load_latency_ios","Metric","N/A","","mean","0.213081","6,944,682","0.213176","6,737,568","0.000155","[-0.000183, +0.000493]","0.000726","[-0.0861%, +0.2313%]","0.369938","-","0.343486","0.000383","0.000053","0.213191","6,735,393","0.000122","[-0.000214, +0.000459]","0.000575","[-0.1005%, +0.2155%]","0.475961","-","0.343486","0.000303","0.000042"
"dbd_cx_retrial","Metric","N/A","","mean","0.013754","6,972,158","0.013823","6,764,391","0.000071","[-0.000052, +0.000194]","0.005152","[-0.3814%, +1.4118%]","0.260094","-","0.584019","0.003009","0.000428","0.013886","6,761,916","0.000132","[+0.000008, +0.000255]","0.009586","[+0.0609%, +1.8563%]","0.036352","Significant","0.584019","0.005599","0.000796"
"dbd_existing_attach_rate_post_checkout","Metric","N/A","","mean","0.036253","3,822,938","0.036602","3,710,062","0.000356","[+0.000191, +0.000521]","0.009820","[+0.5276%, +1.4364%]","0.000023","Significant","0.617507","0.005812","0.000220","0.036503","3,710,465","0.000248","[+0.000083, +0.000413]","0.006842","[+0.2302%, +1.1383%]","0.003140","Significant","0.617507","0.004051","0.000153"
"dbd_funnel_checkout_error","Metric","N/A","","mean","0.000015","6,840,353","0.000014","6,636,772","-0.000001","[-0.000004, +0.000001]","-0.084947","[-24.5322%, +7.5429%]","0.299204","-","0.634654","0.000000","0.000000","0.000014","6,634,899","-0.000001","[-0.000004, +0.000001]","-0.086300","[-25.0875%, +7.8275%]","0.304059","-","0.634654","0.000000","0.000000"
"dbd_funnel_click_item","Metric","N/A","","mean","0.061825","6,840,353","0.062242","6,636,772","0.000419","[+0.000244, +0.000594]","0.006780","[+0.3948%, +0.9612%]","0.000003","Significant","0.634654","0.004252","0.000266","0.062317","6,634,899","0.000492","[+0.000317, +0.000667]","0.007952","[+0.5122%, +1.0781%]","0.000000","Significant","0.634654","0.004988","0.000312"
"dbd_funnel_load_checkout","Metric","N/A","","mean","0.047579","6,840,353","0.047916","6,636,772","0.000339","[+0.000182, +0.000496]","0.007124","[+0.382%, +1.0427%]","0.000024","Significant","0.634654","0.005191","0.000215","0.047902","6,634,899","0.000323","[+0.000165, +0.00048]","0.006779","[+0.3477%, +1.008%]","0.000057","Significant","0.634654","0.004941","0.000205"
"dbd_funnel_load_store","Metric","N/A","","mean","0.078946","6,840,353","0.079227","6,636,772","0.000281","[+0.000082, +0.000481]","0.003562","[+0.1035%, +0.6088%]","0.005724","Significant","0.634654","0.002223","0.000178","0.078805","6,634,899","-0.000141","[-0.000341, +0.000058]","-0.001791","[-0.4313%, +0.0731%]","0.163848","-","0.634654","-0.001118","-0.000090"
"dbd_funnel_payment_error","Metric","N/A","","mean","0.000015","6,840,353","0.000014","6,636,772","-0.000001","[-0.000004, +0.000001]","-0.086461","[-24.8571%, +7.5648%]","0.295861","-","0.634654","0.000000","0.000000","0.000014","6,634,899","-0.000001","[-0.000004, +0.000001]","-0.087812","[-25.3149%, +7.7525%]","0.297896","-","0.634654","0.000000","0.000000"
"dbd_funnel_tap_place_order","Metric","N/A","","mean","0.031302","6,840,353","0.031608","6,636,772","0.000309","[+0.000178, +0.000439]","0.009862","[+0.5692%, +1.4032%]","0.000004","Significant","0.634654","0.007262","0.000196","0.031557","6,634,899","0.000254","[+0.000123, +0.000384]","0.008104","[+0.3939%, +1.2268%]","0.000137","Significant","0.634654","0.005968","0.000161"
"dbd_funnel_time_to_purchase","Metric","N/A","","mean","4.708174","571,074","4.719690","560,202","0.012012","[-0.003225, +0.027248]","0.002551","[-0.0685%, +0.5787%]","0.122331","-","0.593210","0.001533","0.007119","4.726035","559,115","0.018089","[+0.002738, +0.03344]","0.003842","[+0.0582%, +0.7103%]","0.020912","Significant","0.593210","0.002303","0.010695"
"dbd_new_attach_rate_post_checkout","Metric","N/A","","mean","0.014102","3,038,252","0.014347","2,946,193","0.000244","[+0.000119, +0.000369]","0.017282","[+0.8425%, +2.6139%]","0.000131","Significant","0.584730","0.010839","0.000143","0.014279","2,944,643","0.000172","[+0.000047, +0.000297]","0.012208","[+0.3362%, +2.1055%]","0.006836","Significant","0.584730","0.007655","0.000101"
"dbd_nv_trials_net_new_per_cx","Metric","N/A","","mean","0.002080","6,972,158","0.002135","6,764,391","0.000055","[+0.000007, +0.000104]","0.026464","[+0.3142%, +4.9787%]","0.026151","Significant","0.530100","0.014029","0.000826","0.002145","6,761,916","0.000065","[+0.000016, +0.000114]","0.031215","[+0.7864%, +5.4565%]","0.008791","Significant","0.530100","0.016547","0.000975"
"dbd_nv_trials_per_cx","Metric","N/A","","mean","0.004285","6,972,158","0.004371","6,764,391","0.000086","[+0.000017, +0.000156]","0.020093","[+0.3888%, +3.6298%]","0.015089","Significant","0.533903","0.010728","0.001293","0.004379","6,761,916","0.000094","[+0.000024, +0.000163]","0.021922","[+0.5707%, +3.8137%]","0.008054","Significant","0.533903","0.011704","0.001410"
"dbd_nv_trials_retrial_per_cx","Metric","N/A","","mean","0.002205","6,972,158","0.002235","6,764,391","0.000030","[-0.00002, +0.00008]","0.013589","[-0.8989%, +3.6167%]","0.238142","-","0.537541","0.007305","0.000450","0.002234","6,761,916","0.000029","[-0.000021, +0.000079]","0.013122","[-0.9456%, +3.5699%]","0.254655","-","0.537541","0.007053","0.000434"
"dbd_o2_aov","Metric","N/A","","mean","21.111801","672,972","21.046849","659,174","-0.062722","[-0.119426, -0.006019]","-0.002971","[-0.5657%, -0.0285%]","0.030158","Significant","0.563291","-0.001695","-0.035311","21.072748","657,902","-0.037550","[-0.094958, +0.019858]","-0.001779","[-0.4498%, +0.0941%]","0.199847","-","0.563291","-0.001015","-0.021137"
"dbd_cx_segment_NULL","Dimension","dbd_o2_aov","","mean","41.461525","1,019","41.873025","966","0.411501","[-1.980234, +2.803235]","0.009925","[-4.7761%, +6.7611%]","0.735956","-","0.000586","0.000011","0.000242","40.250253","959","-1.211272","[-3.362001, +0.939457]","-0.029214","[-8.1087%, +2.2659%]","0.269665","-","0.000586","-0.000034","-0.000718"
"dbd_cx_segment_did_not_purchase_l180d","Dimension","dbd_o2_aov","","mean","75.331403","210,335","74.999337","206,106","-0.331813","[-0.9145, +0.250874]","-0.004405","[-1.214%, +0.333%]","0.264376","-","0.131969","-0.002055","-0.043767","75.032768","205,796","-0.298635","[-0.882897, +0.285627]","-0.003964","[-1.172%, +0.3792%]","0.316440","-","0.131969","-0.001851","-0.039418"
"dbd_cx_segment_existing_purchased_l120d","Dimension","dbd_o2_aov","","mean","80.758226","41,760","80.975371","41,415","0.217145","[-1.15679, +1.591081]","0.002689","[-1.4324%, +1.9702%]","0.756740","-","0.027956","0.000286","0.006081","80.764417","41,162","0.006192","[-1.40464, +1.417023]","0.000077","[-1.7393%, +1.7546%]","0.993137","-","0.027956","0.000008","0.000173"
"dbd_cx_segment_existing_purchased_l180d","Dimension","dbd_o2_aov","","mean","85.758773","46,508","85.430330","45,596","-0.328443","[-1.654812, +0.997925]","-0.003830","[-1.9296%, +1.1636%]","0.627437","-","0.030193","-0.000466","-0.009913","84.935556","45,177","-0.823217","[-2.1612, +0.514766]","-0.009599","[-2.5201%, +0.6002%]","0.227855","-","0.030193","-0.001169","-0.024895"
"dbd_cx_segment_existing_purchased_l30d","Dimension","dbd_o2_aov","","mean","202.939138","587,641","201.746140","575,709","-0.909195","[-1.830799, +0.01241]","-0.004480","[-0.9021%, +0.0061%]","0.053166","-","0.514752","-0.021960","-0.467655","202.066829","574,878","-0.712492","[-1.654222, +0.229237]","-0.003511","[-0.8151%, +0.113%]","0.138110","-","0.514752","-0.017205","-0.366383"
"dbd_cx_segment_existing_purchased_l60d","Dimension","dbd_o2_aov","","mean","85.722000","121,918","85.866433","119,538","0.144433","[-0.685073, +0.973939]","0.001685","[-0.7992%, +1.1362%]","0.732902","-","0.089212","0.000604","0.012872","86.306770","119,377","0.584770","[-0.257382, +1.426921]","0.006822","[-0.3003%, +1.6646%]","0.173529","-","0.089212","0.002445","0.052074"
"dbd_cx_segment_existing_purchased_l90d","Dimension","dbd_o2_aov","","mean","82.636312","63,108","83.090737","62,051","0.454424","[-0.666838, +1.575686]","0.005499","[-0.807%, +1.9068%]","0.427002","-","0.043268","0.000923","0.019652","83.242556","61,597","0.606243","[-0.550732, +1.763219]","0.007336","[-0.6665%, +2.1337%]","0.304420","-","0.043268","0.001232","0.026240"
"dbd_o2_gmv","Metric","N/A","","mean","3.030934","6,972,158","3.046558","6,764,391","0.013487","[-0.000723, +0.027698]","0.004450","[-0.0239%, +0.9138%]","0.062856","-","0.569572","0.002535","0.081424","3.044627","6,761,916","0.013024","[-0.001204, +0.027253]","0.004297","[-0.0397%, +0.8991%]","0.072800","-","0.569572","0.002448","0.078628"
"dbd_o2_post_checkout_aov","Metric","N/A","","mean","22.491811","577,809","22.402223","566,624","-0.086864","[-0.149588, -0.024139]","-0.003862","[-0.6651%, -0.1073%]","0.006642","Significant","0.598166","-0.002313","-0.051935","22.429977","565,371","-0.059330","[-0.123076, +0.004417]","-0.002638","[-0.5472%, +0.0196%]","0.068127","-","0.598166","-0.001580","-0.035474"
"dbd_o2_post_checkout_gmv","Metric","N/A","","mean","2.534084","6,972,158","2.548258","6,764,391","0.012434","[-0.000337, +0.025205]","0.004907","[-0.0133%, +0.9946%]","0.056359","-","0.597551","0.002932","0.075064","2.546999","6,761,916","0.012705","[-0.000121, +0.02553]","0.005013","[-0.0048%, +1.0075%]","0.052205","-","0.597551","0.002996","0.076698"
"dbd_o2_pre_checkout_aov","Metric","N/A","","mean","16.079840","142,740","16.073675","139,159","-0.004026","[-0.09923, +0.091178]","-0.000250","[-0.6171%, +0.567%]","0.933942","-","0.464170","-0.000115","-0.001867","16.089688","138,969","0.009482","[-0.085479, +0.104444]","0.000590","[-0.5316%, +0.6495%]","0.844835","-","0.464170","0.000271","0.004395"
"dbd_o2_pre_checkout_gmv","Metric","N/A","","mean","0.496849","6,972,158","0.498300","6,764,391","0.001234","[-0.004026, +0.006494]","0.002484","[-0.8104%, +1.3071%]","0.645687","-","0.459774","0.001142","0.007450","0.497628","6,761,916","0.000439","[-0.004782, +0.00566]","0.000883","[-0.9625%, +1.1392%]","0.869122","-","0.459774","0.000406","0.002650"
"dbd_o2_subtotal","Metric","N/A","","mean","14.696665","672,972","14.634338","659,174","-0.059404","[-0.107047, -0.011762]","-0.004042","[-0.7284%, -0.08%]","0.014532","Significant","0.563291","-0.002305","-0.033443","14.657129","657,902","-0.037501","[-0.085607, +0.010604]","-0.002552","[-0.5825%, +0.0722%]","0.126535","-","0.563291","-0.001455","-0.021109"
"dbd_o2_trials_per_cx","Metric","N/A","","mean","0.016469","6,804,065","0.016726","6,599,972","0.000256","[+0.000119, +0.000393]","0.015545","[+0.7241%, +2.3849%]","0.000244","Significant","0.568454","0.008836","0.000162","0.016630","6,599,027","0.000162","[+0.000025, +0.000298]","0.009824","[+0.1531%, +1.8116%]","0.020240","Significant","0.568454","0.005584","0.000103"
"dbd_o2_vp","Metric","N/A","","mean","-0.883521","672,972","-0.903145","659,174","-0.019337","[-0.042424, +0.003751]","-0.021886","[+4.8017%, -0.4245%]","0.100680","-","0.563291","0.014615","-0.010886","-0.868568","657,902","0.015519","[-0.007546, +0.038585]","0.017566","[+0.8541%, -4.3672%]","0.187252","-","0.563291","-0.011728","0.008736"
"dbd_o2_vp_per_cx","Metric","N/A","","mean","-0.126843","6,972,158","-0.130731","6,764,391","-0.003943","[-0.007311, -0.000575]","-0.031084","[+5.7637%, +0.453%]","0.021772","Significant","0.666852","0.020728","-0.023803","-0.125492","6,761,916","0.001576","[-0.001784, +0.004937]","0.012429","[+1.4064%, -3.8921%]","0.357841","-","0.666852","-0.008288","0.009517"
"dbd_o_2_trials_per_cx_post_checkout","Metric","N/A","","mean","0.014778","6,804,065","0.015029","6,599,972","0.000250","[+0.00012, +0.00038]","0.016919","[+0.8142%, +2.5695%]","0.000158","Significant","0.627483","0.010616","0.000158","0.014945","6,599,027","0.000168","[+0.000038, +0.000297]","0.011351","[+0.2586%, +2.0115%]","0.011140","Significant","0.627483","0.007122","0.000106"
